,account_length,total_day_charge,total_eve_charge,total_night_charge,total_intl_charge,customer_service_calls,churn
2828,73,33.69,11.82,8.96,2.38,2,0
2829,101,15.95,12.75,10.85,2.89,1,0
2830,63,27.97,12.57,11.37,3.02,0,0
2831,76,28.17,21.88,7.69,2.7,1,0
2832,50,51.29,14.2,3.25,2.84,1,0
2833,110,31.96,7.69,6.76,4.13,3,0
2834,114,24.02,19.58,10.07,2.54,3,0
2835,42,30.72,14.84,7.44,3.24,2,0
2836,140,40.04,21.86,4.64,3.11,2,0
2837,142,39.53,15.45,9.14,2.81,4,0
2838,123,27.73,21.2,7.57,2.43,1,0
2839,120,50.92,13.89,6.6,3.13,0,0
2840,103,35.11,15.32,9.93,3.29,3,0
2841,41,40.77,18.86,8.51,1.97,2,0
2842,66,15.1,9.32,7.77,1.92,3,0
2843,81,26.1,16.8,8.93,1.7,2,0
2844,68,21.37,23.45,9.65,3.83,3,1
2845,100,36.31,14.95,9.32,2.4,1,0
2846,139,39.27,18.9,6.66,2.24,2,0
2847,155,42.64,12.96,6.66,2.7,2,0
2848,80,17.99,3.73,8.53,3.54,0,0
2849,75,34.56,19.46,10.0,3.86,1,0
2850,68,29.92,23.62,7.86,3.97,1,0
2851,107,22.81,18.01,7.54,2.21,1,0
2852,101,21.03,14.67,12.62,2.38,1,1
2853,146,18.89,26.64,9.71,2.84,1,0
2854,102,24.55,22.65,9.79,1.92,0,0
2855,177,29.87,14.33,8.95,3.94,1,0
2856,132,32.32,15.49,12.59,3.51,1,0
2857,93,16.73,21.22,11.17,3.83,1,0
2858,232,28.15,16.65,5.32,3.19,1,0
2859,118,26.32,20.74,7.18,3.46,0,0
2860,127,44.49,15.45,4.54,0.89,0,0
2861,105,38.57,15.49,9.18,3.13,0,1
2862,52,21.98,12.13,11.62,3.32,3,0
2863,122,18.34,20.04,10.29,2.57,2,0
2864,141,31.52,15.17,9.82,2.16,4,0
2865,67,20.55,19.98,4.28,3.08,2,0
2866,98,29.19,14.86,8.53,2.11,1,0
2867,212,38.42,25.89,8.15,3.4,2,1
2868,69,33.17,22.23,9.17,3.08,0,0
2869,138,37.43,7.51,8.79,3.48,0,0
2870,149,30.72,15.96,11.95,3.4,3,0
2871,69,33.13,16.29,6.89,3.56,2,0
2872,148,13.19,17.6,11.51,2.94,1,0
2873,110,35.36,8.08,8.03,2.16,1,0
2874,127,41.68,18.46,10.94,3.75,0,1
2875,112,33.8,20.28,13.03,3.11,1,0
2876,150,21.42,20.27,12.83,2.75,3,0
2877,77,35.65,15.61,9.25,1.92,2,0
2878,182,29.94,14.87,10.56,2.62,1,0
2879,56,37.72,23.65,12.96,1.92,0,1
2880,86,24.77,16.24,9.7,3.05,0,0
2881,121,40.31,17.48,8.85,2.73,4,0
2882,79,34.97,18.23,10.17,1.81,1,0
2883,97,19.99,16.69,7.08,1.73,1,0
2884,137,18.67,19.59,11.51,3.21,1,0
2885,89,21.96,18.2,9.67,2.78,5,1
2886,93,45.54,18.96,11.82,3.05,3,1
2887,162,8.36,12.23,9.14,3.27,1,0
2888,80,17.19,22.37,6.2,1.97,0,0
2889,42,24.87,21.75,2.03,2.16,1,0
2890,99,41.5,17.29,10.53,2.08,3,0
2891,120,31.37,17.77,7.64,2.75,2,0
2892,22,30.96,13.99,5.8,3.43,3,0
2893,24,41.31,15.63,8.29,4.13,0,1
2894,161,37.15,9.58,9.23,1.97,1,0
2895,81,24.75,24.47,8.18,2.48,2,0
2896,73,39.9,16.63,11.4,2.27,2,0
2897,81,38.66,17.98,11.62,3.21,0,0
2898,89,55.47,14.03,7.33,2.03,1,1
2899,112,10.3,14.1,5.98,3.59,0,0
2900,82,17.17,13.23,13.7,3.59,0,0
2901,209,38.62,21.96,8.26,2.4,3,0
2902,110,17.02,19.83,9.2,3.0,3,0
2903,182,47.52,17.27,7.84,2.89,2,1
2904,163,39.42,18.0,12.08,3.32,2,0
2905,107,24.97,9.72,5.15,3.08,3,0
2906,86,21.47,14.35,6.96,2.65,2,0
2907,85,24.55,22.49,8.34,2.67,1,0
2908,36,43.08,15.5,12.41,2.27,1,0
2909,103,43.5,11.98,13.9,3.27,1,1
2910,111,29.99,17.09,6.77,3.02,0,0
2911,130,31.45,21.21,7.1,2.0,0,0
2912,106,36.19,15.9,5.76,1.7,3,0
2913,107,27.25,18.83,11.77,1.51,1,0
2914,67,19.64,21.44,9.4,2.03,0,0
2915,58,19.07,17.82,11.74,3.75,0,1
2916,166,37.52,15.11,9.27,3.35,1,0
2917,78,32.88,9.94,10.95,2.51,2,0
2918,90,25.52,22.5,8.03,1.57,1,0
2919,128,30.5,22.98,8.59,2.13,0,0
2920,93,22.34,18.67,7.01,3.0,1,1
2921,141,25.76,20.59,13.69,2.92,1,0
2922,47,24.02,14.28,5.11,2.11,1,0
2923,65,41.77,20.56,12.84,1.13,4,1
2924,23,32.33,14.14,9.89,4.05,6,0
2925,68,39.29,13.04,8.61,2.59,3,0
2926,63,35.29,19.47,7.32,3.59,1,0
2927,159,46.89,16.11,10.08,2.0,2,1
2928,154,26.27,18.21,8.01,3.24,3,1
2929,85,40.09,13.36,8.47,3.24,0,0
2930,66,34.87,19.78,11.7,2.48,2,0
2931,58,24.28,23.15,8.7,2.4,1,0
2932,164,27.3,13.87,8.42,2.43,1,0
2933,127,37.43,16.01,7.77,3.16,2,0
2934,141,27.22,21.82,12.15,1.89,2,0
2935,55,32.18,10.08,11.26,3.38,2,0
2936,87,43.55,13.66,11.22,2.0,4,0
2937,119,22.93,17.98,8.48,3.05,1,0
2938,82,33.88,16.44,11.45,1.89,0,0
2939,90,24.21,10.73,12.34,1.24,1,0
2940,92,36.11,19.09,9.96,2.43,1,0
2941,110,32.74,15.21,9.66,2.54,1,0
2942,130,46.21,20.16,9.45,2.35,4,1
2943,79,40.26,15.84,5.71,2.81,2,0
2944,45,33.46,21.61,11.78,2.08,1,0
2945,113,30.67,11.0,7.51,2.27,1,0
2946,192,37.67,24.24,7.53,3.43,4,0
2947,37,29.39,15.56,10.19,2.65,0,1
2948,115,24.65,16.53,10.9,3.83,2,0
2949,79,24.99,14.08,10.94,2.27,1,0
2950,137,26.44,11.31,11.39,2.46,1,0
2951,1,33.34,25.2,9.52,1.89,1,0
2952,96,44.27,12.41,12.13,3.11,5,0
2953,61,42.91,15.96,11.68,2.7,2,0
2954,176,28.82,9.6,2.55,2.35,0,0
2955,147,43.21,19.39,4.41,3.73,5,0
2956,69,28.48,20.58,4.55,3.08,2,0
2957,64,20.13,12.25,7.11,2.3,1,0
2958,125,45.63,18.89,5.29,2.78,0,0
2959,35,30.46,24.08,12.84,1.57,2,0
2960,160,16.58,22.79,11.49,3.56,3,0
2961,25,45.03,23.9,7.47,2.27,1,1
2962,90,26.84,19.89,9.45,3.29,2,0
2963,138,7.91,15.81,7.54,2.59,4,1
2964,72,18.55,9.83,13.31,2.24,0,0
2965,27,32.95,10.11,6.12,2.48,0,0
2966,102,46.09,14.62,7.61,2.78,1,0
2967,65,31.94,13.4,10.23,2.03,1,0
2968,104,23.58,18.31,7.39,1.32,2,0
2969,132,36.48,21.39,10.84,3.75,0,0
2970,103,29.7,12.58,7.57,4.27,6,1
2971,115,24.16,15.59,7.42,2.59,1,0
2972,123,25.5,7.63,14.67,3.0,3,0
2973,116,27.1,15.26,7.55,2.62,6,1
2974,98,0.0,13.57,7.52,1.84,4,1
2975,138,45.63,14.82,8.71,3.13,1,0
2976,143,34.48,14.09,6.48,1.24,1,0
2977,53,24.67,19.86,9.39,2.13,2,0
2978,67,17.83,18.39,9.78,2.59,1,0
2979,19,31.64,21.62,9.63,3.94,2,0
2980,118,26.61,17.78,7.14,3.0,4,1
2981,47,8.13,15.21,6.87,3.59,0,1
2982,34,21.9,17.74,9.09,3.78,1,0
2983,101,22.7,18.67,9.45,3.16,1,0
2984,58,39.92,9.08,8.03,2.67,0,0
2985,84,36.74,16.79,9.8,2.65,1,0
2986,200,21.79,11.32,7.99,3.02,1,0
2987,62,25.01,16.18,8.78,3.29,0,0
2988,97,23.97,18.02,7.88,1.32,3,0
2989,115,38.49,23.53,9.6,3.32,3,1
2990,89,33.51,14.1,10.23,3.46,1,0
2991,70,29.82,13.56,11.73,3.13,0,0
2992,75,37.81,27.8,9.36,2.35,1,1
2993,51,39.51,15.93,10.4,2.46,1,0
2994,11,24.38,24.6,8.73,2.62,2,0
2995,51,39.05,28.56,8.68,2.59,1,1
2996,16,39.03,17.48,7.48,2.92,0,1
2997,63,32.3,9.91,6.37,3.29,1,0
2998,126,35.97,18.44,6.91,2.11,1,0
2999,58,42.02,25.81,4.74,2.51,2,1
3000,92,15.59,16.46,7.88,2.48,2,0
3001,105,39.54,21.54,6.93,2.84,1,0
3002,67,34.24,8.3,9.11,1.89,0,0
3003,86,24.02,13.12,9.48,2.21,1,0
3004,91,25.33,20.85,11.7,2.24,0,0
3005,41,30.96,17.98,9.33,1.84,1,0
3006,69,33.2,18.42,11.7,3.38,3,0
3007,74,29.68,26.4,10.56,2.43,1,0
3008,62,41.7,10.45,10.28,2.3,4,0
3009,131,11.75,8.61,4.72,2.46,0,0
3010,182,21.78,12.19,8.59,3.13,1,0
3011,133,37.59,22.52,7.6,4.16,2,1
3012,171,39.3,16.04,9.31,3.32,1,0
3013,123,19.45,18.41,11.28,2.97,0,0
3014,96,24.79,16.34,7.43,2.67,1,0
3015,103,26.1,20.56,11.01,2.86,1,0
3016,146,28.82,19.63,12.14,2.43,2,0
3017,69,24.41,12.05,8.73,2.92,3,0
3018,23,54.67,21.39,6.35,3.05,2,1
3019,25,22.83,17.2,8.82,3.4,2,0
3020,83,16.3,22.24,10.29,3.59,0,0
3021,44,10.59,23.38,6.24,2.92,1,0
3022,105,30.5,23.41,11.07,2.7,0,0
3023,118,25.28,14.22,12.18,2.81,0,0
3024,88,37.09,14.39,6.35,2.16,1,0
3025,103,32.45,19.26,10.35,2.11,2,0
3026,169,45.34,13.45,12.95,3.73,3,1
3027,73,36.21,16.05,6.13,3.65,0,0
3028,114,29.67,19.06,5.23,3.32,2,0
3029,105,44.08,14.89,10.01,3.24,3,0
3030,169,17.14,19.55,8.71,2.57,0,0
3031,128,24.19,16.56,10.77,4.32,1,0
3032,120,28.05,26.96,5.36,2.24,1,0
3033,113,15.74,15.1,7.19,3.89,3,0
3034,63,31.5,19.15,8.74,3.16,0,0
3035,87,37.94,10.84,13.02,3.92,3,0
3036,60,30.48,17.76,11.17,3.65,1,1
3037,63,36.01,19.63,9.77,2.89,3,0
3038,93,32.42,18.55,5.83,2.19,3,0
3039,88,32.64,10.85,7.0,2.03,1,0
3040,105,36.28,17.42,8.09,2.57,1,0
3041,35,21.11,10.53,6.11,3.54,2,0
3042,84,26.16,11.96,9.8,3.46,1,0
3043,93,30.48,16.05,11.39,3.27,1,0
3044,183,29.1,16.46,8.84,2.75,1,0
3045,112,36.21,19.23,8.54,3.0,4,0
3046,130,24.12,19.46,8.78,2.35,0,0
3047,132,33.63,11.38,7.98,2.94,4,1
3048,201,38.4,25.42,11.31,3.02,1,1
3049,149,21.57,14.19,6.53,2.38,5,1
3050,116,27.32,12.48,12.95,2.21,0,0
3051,90,31.55,18.67,6.84,3.0,2,0
3052,129,34.85,14.06,8.32,3.16,1,0
3053,96,29.89,17.56,8.01,3.0,2,0
3054,52,42.74,16.71,8.64,2.97,0,1
3055,72,37.03,16.12,8.22,2.81,4,0
3056,93,28.37,23.22,7.69,3.11,1,0
3057,92,31.4,22.27,10.78,3.32,2,1
3058,77,31.6,18.02,12.7,3.05,3,0
3059,76,22.05,15.09,10.3,2.03,5,1
3060,64,38.22,16.15,9.96,2.48,1,0
3061,110,30.35,12.49,9.77,2.67,1,0
3062,73,43.3,7.67,6.9,2.86,0,0
3063,100,21.28,19.63,8.64,3.4,3,0
3064,139,28.05,21.22,7.66,3.4,1,0
3065,112,46.33,19.22,7.16,4.43,3,1
3066,100,36.75,18.33,6.23,2.75,0,0
3067,46,33.44,17.5,9.75,3.02,3,0
3068,111,32.52,11.77,11.07,1.73,2,0
3069,68,36.36,22.14,10.52,2.27,1,1
3070,113,36.7,20.41,7.05,1.32,3,0
3071,134,34.46,19.12,11.43,3.27,0,0
3072,61,43.25,13.74,11.31,2.84,0,0
3073,3,31.45,17.31,7.67,3.81,3,0
3074,144,23.73,10.56,4.3,4.05,2,0
3075,66,19.79,8.13,8.17,2.84,3,0
3076,143,37.96,14.2,9.14,1.22,0,1
3077,116,23.36,10.2,5.86,3.35,3,0
3078,77,39.1,8.77,13.93,3.05,2,0
3079,30,28.88,19.14,7.64,3.08,1,0
3080,83,33.15,17.89,8.13,2.97,0,0
3081,3,20.08,18.83,4.68,3.21,2,0
3082,52,25.21,15.44,7.0,2.24,3,0
3083,93,55.78,12.89,13.66,2.35,1,1
3084,95,26.62,21.05,8.65,3.32,3,0
3085,57,47.58,18.96,11.33,3.51,1,0
3086,145,31.94,16.75,7.52,1.3,2,0
3087,104,12.99,9.83,10.18,2.54,3,0
3088,152,23.89,15.88,10.22,2.57,2,0
3089,98,18.79,19.36,10.96,2.97,1,0
3090,142,27.76,11.56,11.21,1.16,0,0
3091,102,29.67,18.16,7.41,2.78,4,0
3092,88,30.86,15.9,9.91,2.84,1,0
3093,121,17.56,10.97,7.52,2.89,0,0
3094,63,24.23,17.71,10.3,2.03,2,0
3095,94,41.34,12.5,4.27,1.94,4,0
3096,69,33.01,20.58,9.71,2.62,2,0
3097,189,35.41,20.12,8.06,3.05,3,0
3098,177,45.24,19.14,10.11,2.4,3,1
3099,48,25.84,22.0,11.84,4.24,2,1
3100,128,37.76,13.65,9.85,3.67,0,1
3101,112,45.22,18.24,13.78,3.83,2,1
3102,88,28.34,15.24,10.92,1.84,4,1
3103,95,25.36,22.16,9.05,2.19,1,0
3104,87,18.85,13.47,9.34,1.67,1,0
3105,56,20.69,15.64,12.0,3.43,1,0
3106,116,37.57,12.84,8.06,2.43,2,0
3107,131,29.58,17.45,9.82,1.81,1,0
3108,119,37.42,22.8,6.59,3.0,0,0
3109,64,37.26,14.2,7.26,2.7,1,0
3110,103,28.53,18.1,9.37,3.51,5,0
3111,113,40.75,24.05,10.73,2.35,2,1
3112,124,30.33,19.86,8.07,3.24,0,0
3113,63,10.01,14.42,9.51,2.54,1,0
3114,128,17.56,20.9,7.25,1.73,0,0
3115,67,22.03,19.81,13.37,3.92,1,0
3116,136,42.91,14.27,11.17,2.89,2,0
3117,73,36.43,22.82,10.85,2.92,1,0
3118,160,29.95,16.66,11.88,2.48,1,0
3119,71,40.46,23.67,8.69,3.19,0,1
3120,40,28.85,12.02,11.39,2.84,4,1
3121,50,36.43,24.63,14.06,2.86,1,0
3122,108,22.12,14.2,11.01,3.67,3,1
3123,70,30.16,19.23,11.43,2.94,0,0
3124,130,23.65,20.91,9.32,3.08,5,0
3125,34,25.67,11.17,8.4,2.67,0,0
3126,179,39.87,13.96,8.61,1.65,1,0
3127,60,23.02,17.5,9.18,2.13,1,0
3128,88,29.38,16.44,4.03,3.46,2,0
3129,148,39.7,15.95,5.5,2.59,0,1
3130,181,27.42,10.57,11.79,3.81,0,1
3131,102,20.93,15.47,11.01,3.4,2,0
3132,88,24.17,22.3,6.26,2.73,1,0
3133,51,31.13,13.61,14.03,1.89,1,0
3134,119,16.01,22.45,9.17,1.97,1,0
3135,164,32.66,21.23,5.97,1.97,3,0
3136,129,35.87,13.18,10.57,3.08,1,0
3137,134,28.03,10.75,10.73,2.7,2,0
3138,66,28.99,21.62,8.88,2.84,2,0
3139,30,27.59,20.74,8.1,2.46,2,0
3140,122,41.45,7.13,8.09,3.7,2,0
3141,139,23.63,11.3,12.24,3.27,0,0
3142,134,27.54,27.6,7.2,3.21,0,0
3143,123,34.75,11.69,10.17,2.7,0,0
3144,74,37.59,9.42,10.8,2.86,0,0
3145,61,32.11,13.06,9.6,2.75,2,0
3146,127,42.08,9.22,10.44,2.86,2,0
3147,107,41.12,10.79,8.35,3.16,0,0
3148,86,12.02,17.94,7.86,0.0,2,0
3149,117,36.45,11.73,6.69,2.67,2,0
3150,121,22.8,16.58,7.18,2.84,2,0
3151,37,35.02,15.81,13.82,2.27,0,0
3152,148,2.99,13.74,9.14,2.86,1,0
3153,132,34.05,19.26,8.95,3.48,2,0
3154,13,24.89,12.62,9.75,3.05,1,0
3155,36,39.97,16.73,11.69,1.89,3,0
3156,137,17.8,21.23,8.65,2.4,1,0
3157,56,15.49,15.24,13.53,3.21,2,0
3158,72,28.31,22.19,11.82,3.59,0,0
3159,95,38.91,21.73,9.36,2.73,4,1
3160,158,37.88,17.26,9.48,1.86,2,0
3161,159,33.8,16.62,9.6,4.46,5,0
3162,131,32.76,19.2,11.44,2.94,2,0
3163,62,23.34,15.66,10.41,2.75,0,0
3164,165,25.59,16.41,14.02,2.78,1,0
3165,136,24.19,13.43,7.99,1.62,2,0
3166,123,35.17,19.07,8.88,2.24,3,0
3167,65,26.16,18.71,12.62,2.3,2,0
3168,130,36.75,30.91,5.7,4.56,5,1
3169,52,34.75,23.22,8.08,2.97,1,0
3170,165,35.31,14.01,2.45,2.13,0,0
3171,1,24.62,9.56,9.84,3.73,1,0
3172,74,26.2,10.49,9.09,2.94,2,0
3173,112,44.44,13.13,5.89,3.13,1,0
3174,127,41.17,19.22,11.34,3.75,2,1
3175,106,33.56,10.49,5.2,3.32,3,0
3176,124,39.85,15.24,12.85,2.81,3,0
3177,122,23.8,16.69,5.4,2.62,4,1
3178,132,27.74,14.25,3.94,1.67,1,0
3179,189,37.38,12.18,5.88,3.16,1,0
3180,99,37.81,15.79,10.7,3.24,2,0
3181,172,35.99,16.89,13.58,1.76,1,0
3182,52,29.05,17.12,7.15,1.11,2,0
3183,94,20.18,17.43,7.75,2.81,3,0
3184,95,39.08,17.2,7.71,3.83,1,0
3185,112,28.97,17.02,11.62,3.13,1,0
3186,75,23.55,13.02,9.7,3.0,1,0
3187,130,35.9,19.64,9.94,1.7,2,0
3188,100,35.85,27.99,5.72,2.54,4,0
3189,112,33.05,16.18,8.25,3.08,0,0
3190,54,19.86,10.46,9.79,3.24,1,0
3191,176,8.06,14.26,7.34,2.84,2,0
3192,125,39.66,17.83,9.48,2.46,1,0
3193,85,19.75,19.52,9.19,2.73,3,0
3194,79,26.79,16.5,10.42,2.54,5,1
3195,76,34.61,13.74,7.92,2.27,0,0
3196,117,34.32,18.05,7.96,2.11,1,0
3197,86,45.24,15.47,9.29,2.78,1,0
3198,125,19.21,14.38,7.05,2.48,2,1
3199,134,30.12,19.44,8.74,2.4,2,0
3200,127,37.57,13.66,10.49,1.84,2,0
3201,107,10.2,8.69,11.78,3.0,0,0
3202,87,25.74,12.95,11.25,0.0,1,0
3203,161,30.28,12.45,6.19,2.3,1,0
3204,146,23.53,13.51,2.13,1.05,4,1
3205,121,37.09,29.62,9.57,2.03,3,0
3206,82,21.37,17.65,8.24,3.48,1,0
3207,115,37.84,16.18,9.05,3.11,1,0
3208,95,31.18,23.91,4.73,2.21,1,0
3209,131,20.79,10.1,6.66,3.7,3,1
3210,130,26.21,9.37,10.23,2.48,2,0
3211,86,25.19,24.23,7.49,1.67,2,0
3212,58,35.72,21.16,7.14,3.89,4,0
3213,98,30.58,16.08,7.39,3.46,3,0
3214,51,38.62,16.52,10.95,4.02,0,0
3215,105,35.89,15.02,9.97,3.97,4,0
3216,62,30.99,27.9,11.03,3.02,2,0
3217,30,24.65,20.46,8.87,1.92,3,0
3218,36,47.84,17.19,8.42,2.43,2,0
3219,101,24.5,14.25,10.8,3.92,1,0
3220,74,39.25,18.96,7.1,2.62,3,0
3221,103,23.6,12.07,8.27,3.19,1,0
3222,47,19.07,13.16,7.5,2.86,0,0
3223,88,37.32,18.88,8.47,4.35,1,0
3224,136,30.5,15.39,14.43,2.57,2,0
3225,139,23.51,6.85,7.37,2.24,0,0
3226,148,14.67,20.96,11.32,3.05,1,0
3227,72,30.58,12.73,7.57,2.65,2,0
3228,126,10.01,25.97,7.15,3.27,0,0
3229,155,28.12,15.61,3.61,2.4,3,0
3230,95,23.99,17.97,4.67,1.59,3,0
3231,92,25.84,23.37,7.31,2.7,2,0
3232,54,35.79,17.38,5.75,2.3,1,0
3233,77,23.1,20.78,9.34,3.11,4,1
3234,132,19.24,22.94,10.31,1.92,2,0
3235,98,48.98,11.72,9.29,0.0,0,0
3236,79,22.13,24.73,8.77,3.78,3,0
3237,102,41.17,19.82,8.48,1.67,3,0
3238,182,17.83,16.87,11.62,2.16,2,0
3239,27,30.19,25.23,8.68,2.05,3,0
3240,99,27.15,13.21,11.51,2.27,1,0
3241,113,26.35,28.1,8.52,3.65,1,0
3242,78,37.4,15.29,8.47,3.11,0,0
3243,112,28.22,6.34,11.16,1.7,0,0
3244,78,26.35,14.9,7.0,3.19,2,0
3245,90,34.58,19.27,6.86,1.97,1,0
3246,243,16.24,13.91,11.89,1.78,2,0
3247,38,22.3,13.85,7.15,2.21,2,0
3248,137,32.23,15.22,8.08,3.08,2,0
3249,60,32.96,7.23,9.45,3.56,3,0
3250,149,35.24,16.86,5.13,2.32,1,0
3251,62,29.31,19.59,10.27,2.97,0,0
3252,87,34.88,8.46,8.53,3.62,1,0
3253,28,28.59,13.74,8.66,2.73,3,0
3254,181,17.88,29.01,7.46,1.7,2,0
3255,132,19.99,18.19,10.78,2.38,1,0
3256,88,30.87,18.12,9.35,3.08,1,0
3257,103,12.05,11.43,7.6,3.24,2,0
3258,79,44.93,17.24,7.8,1.7,4,0
3259,126,27.44,18.75,11.21,1.38,0,0
3260,109,29.02,20.42,5.36,3.08,2,0
3261,72,15.78,23.05,7.52,1.57,1,0
3262,87,21.13,14.74,11.53,2.03,3,0
3263,57,36.21,16.24,8.22,2.57,0,0
3264,111,50.1,25.04,11.7,2.92,1,1
3265,65,47.24,13.24,11.56,2.48,0,1
3266,169,9.71,16.97,12.36,1.76,3,0
3267,85,28.12,16.66,15.71,2.59,2,0
3268,96,18.12,24.21,8.05,4.02,1,0
3269,117,30.86,17.43,9.18,3.97,2,0
3270,117,33.68,15.05,8.12,1.84,1,0
3271,147,42.26,12.66,7.76,2.16,3,0
3272,115,42.72,21.46,5.32,2.67,3,1
3273,86,28.49,9.61,11.11,3.29,1,0
3274,168,29.9,17.99,7.85,1.97,2,0
3275,48,33.66,23.26,9.81,2.05,1,0
3276,130,20.49,16.12,12.15,3.86,1,0
3277,157,39.07,12.57,10.86,2.59,3,0
3278,108,36.7,17.05,8.79,4.19,0,0
3279,39,26.2,17.36,8.83,2.65,2,0
3280,115,16.95,12.33,6.72,3.81,2,0
3281,84,28.82,13.4,4.42,2.86,0,0
3282,111,24.19,10.44,10.33,3.46,2,0
3283,127,30.94,18.37,7.06,2.65,1,0
3284,66,24.09,22.81,10.86,2.3,0,0
3285,127,40.77,10.96,11.25,3.05,1,0
3286,196,39.78,21.21,7.79,2.46,2,0
3287,76,46.36,20.09,10.6,2.08,0,1
3288,166,23.14,15.42,5.91,3.05,0,0
3289,64,29.67,15.32,8.06,2.89,2,0
3290,54,15.69,16.41,4.47,3.13,2,0
3291,118,23.14,17.36,10.27,3.05,1,0
3292,107,34.77,13.8,6.98,3.62,3,0
3293,63,10.69,17.25,11.66,2.4,1,0
3294,112,29.63,11.92,9.69,2.43,4,1
3295,68,33.24,14.59,9.18,3.65,1,1
3296,141,36.65,17.05,6.92,3.35,1,0
3297,63,25.87,19.3,8.81,3.32,1,0
3298,111,20.93,18.18,8.32,3.24,5,1
3299,107,34.71,17.5,12.89,2.24,0,0
3300,132,40.82,15.33,6.0,2.16,3,0
3301,63,44.51,20.83,9.09,3.97,0,1
3302,53,20.35,16.12,11.53,3.48,2,0
3303,146,34.43,20.52,7.63,2.11,1,0
3304,67,16.15,24.75,7.18,2.7,2,0
3305,71,31.14,17.8,7.76,3.21,1,0
3306,45,23.09,18.91,10.6,2.13,2,0
3307,155,27.73,24.79,4.34,3.02,0,0
3308,78,27.3,18.96,5.58,2.57,2,0
3309,71,17.56,11.77,7.42,2.43,2,0
3310,80,8.76,13.94,7.62,2.57,3,0
3311,161,17.92,18.26,10.06,2.11,0,0
3312,106,32.54,17.06,10.35,2.21,1,0
3313,13,51.54,14.49,10.24,3.11,0,1
3314,76,38.15,12.57,8.27,1.81,2,0
3315,58,41.33,19.67,8.14,2.11,2,0
3316,117,20.23,15.94,8.52,3.11,1,0
3317,39,50.22,19.73,9.2,3.11,1,1
3318,98,10.98,14.97,11.02,0.0,2,0
3319,11,32.4,18.71,8.11,1.62,3,0
3320,49,40.22,18.78,6.61,2.4,1,0
3321,117,34.97,11.57,7.17,2.35,2,0
3322,117,17.39,11.49,8.99,4.24,3,0
3323,147,33.54,11.99,9.54,2.73,2,1
3324,136,33.93,17.97,3.26,2.97,3,1
3325,130,41.23,8.74,6.41,2.51,2,0
3326,91,22.9,25.1,8.8,1.78,2,0
3327,68,25.25,18.65,8.93,3.92,1,1
3328,89,51.66,22.18,14.04,1.43,1,1
3329,141,43.96,18.87,14.69,3.02,0,0
3330,111,42.47,20.6,10.43,3.13,0,1
3331,135,46.48,13.09,11.06,3.32,1,0
3332,68,27.2,15.68,9.37,1.65,1,0
